@RELATION songs
@ATTRIBUTE year NUMERIC
@ATTRIBUTE popscore NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE tempo NUMERIC
@ATTRIBUTE energy NUMERIC
@ATTRIBUTE key NUMERIC
@ATTRIBUTE timesig NUMERIC
@ATTRIBUTE mode NUMERIC

@DATA
1994,0.035197290916487364,212.16607999999999,141.16499999999999,0.0,9,3,1
2009,0.03515777417599633,240.92688999999999,129.82400000000001,0.0,1,3,1
2006,0.035136423132184916,276.68853000000001,84.594999999999999,0.0,0,5,1
2008,0.03511721398048376,261.58974999999998,175.94800000000001,0.0,1,4,1
2010,0.03508719220291205,280.08443999999997,120.072,0.0,2,5,1
1995,0.035076426699254565,181.62893,96.219999999999999,0.0,5,4,1
1992,0.0350756194345011,283.03627999999998,94.543000000000006,0.0,2,4,1
1993,0.0350074963376215,411.97669000000002,102.129,0.0,7,4,1
2005,0.03499990565307811,211.17341999999999,110.69499999999999,0.0,11,5,1
2007,0.03499074719597156,220.36852999999999,120.008,0.0,4,4,1
2005,0.03498909341376736,210.25914,167.011,0.0,7,4,1
2006,0.03498648722418886,305.34485000000001,118.05200000000001,0.0,6,4,1
2001,0.0349575340492982,261.95546000000002,106.009,0.0,9,4,1
1990,0.03493835638005474,258.2722,109.99299999999999,0.0,3,4,1
2005,0.03489625871097431,288.41750999999999,115.60599999999999,0.0,2,4,1
2004,0.03488881614645301,212.97586999999999,85.855000000000004,0.0,4,4,1
2008,0.03487327885060309,119.40526,101.306,0.0,7,3,1
2009,0.03483076672007897,335.54239999999999,184.00399999999999,0.0,0,4,1
2004,0.03481808304554843,252.08117999999999,206.93600000000001,0.0,4,4,1
2005,0.03481606793402279,204.59057000000001,159.90000000000001,0.0,8,4,1
2003,0.034790603191138046,280.00608,117.574,0.0,9,4,1
2006,0.03476260533333514,153.28608,125.55800000000001,0.0,1,4,1
2005,0.03476001463018656,252.65586999999999,151.69900000000001,0.0,1,4,1
1998,0.034747350670078433,296.30649,103.863,0.0,2,4,1
1986,0.03470480728237705,237.13914,156.65000000000001,0.0,8,1,1
2009,0.03470078979527894,214.5171,142.137,0.0,10,3,1
2010,0.03469078964303764,393.84771000000001,124.04300000000001,0.0,10,4,1
1996,0.03465737946195875,247.14403999999999,125.063,0.0,2,4,1
2004,0.034646893170460956,195.29097999999999,150.155,0.0,7,4,1
1998,0.03464296314807158,296.85505999999998,145.27099999999999,0.0,3,4,1
2001,0.03463157606727122,147.22567000000001,103.967,0.0,4,4,1
1999,0.03462949758738156,246.80444,135.02099999999999,0.0,10,4,1
2001,0.03462025061786534,205.73994999999999,155.79300000000001,0.0,6,4,1
2005,0.03461908526735241,302.94159000000002,116.682,0.0,8,5,1
2009,0.03461221842597907,255.89506,163.08699999999999,0.0,0,4,1
1987,0.03460487950266613,284.99545999999998,167.92699999999999,0.0,1,4,1
2009,0.03458900083177437,204.40771000000001,194.53200000000001,0.0,3,3,1
1997,0.0345580998771671,52.793019999999999,146.852,0.0,1,3,1
1987,0.03451760624776972,387.16036000000003,95.424999999999997,0.0,2,4,1
1982,0.034481606829612425,243.06892999999999,141.816,0.0,0,3,1
2005,0.03447220607247682,82.859949999999998,159.21199999999999,0.0,4,3,1
2009,0.0344446912492475,180.13995,121.354,0.0,10,3,1
